dataset,seed,split,sample_index,node_id,label,pred_frozen,pred_combined,margin_f,margin_fc,margin_gain
Photo,4,test,0,0,6,4,6,-0.6137528419494629,0.762847900390625,1.376600742340088
Photo,4,test,1,1,4,4,4,0.7604351043701172,11.037344932556152,10.276909828186035
Photo,4,test,2,2,3,4,3,-4.671398639678955,12.332582473754883,17.00398063659668
Photo,4,test,3,3,6,4,6,-0.7660379409790039,4.081081390380859,4.847119331359863
Photo,4,test,4,4,5,4,5,-4.863740921020508,6.875245094299316,11.738986015319824
Photo,4,test,6,6,4,4,4,0.5112152099609375,1.481250286102295,0.9700350761413574
Photo,4,test,7,7,2,4,2,-6.138342380523682,12.505187034606934,18.643529891967773
Photo,4,test,8,8,3,4,3,-4.969143867492676,8.952777862548828,13.921921730041504
Photo,4,test,9,9,6,4,6,-0.5982913970947266,7.02576208114624,7.624053478240967
Photo,4,test,12,12,1,4,1,-4.435908317565918,5.052779197692871,9.488687515258789
Photo,4,test,14,14,6,4,6,-0.681920051574707,7.100425720214844,7.782345771789551
Photo,4,test,15,15,2,4,3,-5.69207239151001,-4.634331226348877,1.0577411651611328
Photo,4,test,16,16,0,4,7,-9.696280479431152,-3.293437957763672,6.4028425216674805
Photo,4,test,17,17,5,4,5,-4.7278571128845215,4.7738356590271,9.501692771911621
Photo,4,test,18,18,6,4,6,-0.875302791595459,1.1919727325439453,2.0672755241394043
Photo,4,test,20,20,4,4,4,0.9922094345092773,12.172579765319824,11.180370330810547
Photo,4,test,21,21,1,4,1,-5.433643817901611,8.328707695007324,13.762351989746094
Photo,4,test,22,22,5,4,5,-4.817848205566406,2.678565740585327,7.4964141845703125
Photo,4,test,23,23,6,4,6,-1.0081901550292969,9.207565307617188,10.215755462646484
Photo,4,test,24,24,6,4,6,-0.9568080902099609,8.033334732055664,8.990142822265625
Photo,4,test,25,25,6,4,6,-0.4232320785522461,9.017923355102539,9.441155433654785
Photo,4,test,26,26,6,4,6,-1.0160331726074219,4.514793395996094,5.530826568603516
Photo,4,test,27,27,4,4,6,0.656531810760498,-3.4353675842285156,-4.091899394989014
Photo,4,test,28,28,4,4,6,0.9999055862426758,-1.2274270057678223,-2.227332592010498
Photo,4,test,29,29,5,4,5,-4.395485877990723,8.289855003356934,12.685340881347656
Photo,4,test,31,31,1,4,1,-4.994894027709961,5.867408752441406,10.862302780151367
Photo,4,test,32,32,1,4,1,-4.8165364265441895,5.018674373626709,9.835210800170898
Photo,4,test,33,33,6,4,6,-0.7831149101257324,4.342967987060547,5.126082897186279
Photo,4,test,34,34,7,4,7,-1.4021587371826172,1.8092021942138672,3.2113609313964844
Photo,4,test,35,35,0,4,0,-7.740029335021973,3.4879589080810547,11.227988243103027
Photo,4,test,36,36,4,4,4,0.8387436866760254,6.031243801116943,5.192500114440918
Photo,4,test,37,37,1,4,1,-4.938726902008057,8.790010452270508,13.728736877441406
Photo,4,test,38,38,2,4,2,-5.764988422393799,7.87515115737915,13.64013957977295
Photo,4,test,39,39,4,4,4,0.7919125556945801,10.047235488891602,9.25532341003418
Photo,4,test,40,40,4,4,4,1.012387752532959,11.83461856842041,10.82223129272461
Photo,4,test,41,41,7,4,7,-1.868351936340332,1.3798942565917969,3.248246192932129
