dataset,seed,split,sample_index,node_id,label,pred_frozen,pred_combined,margin_f,margin_fc,margin_gain
Photo,0,test,1,1,4,1,4,-1.1144740581512451,13.87580394744873,14.990278244018555
Photo,0,test,2,2,3,1,3,-2.8331027030944824,15.925670623779297,18.758773803710938
Photo,0,test,3,3,6,1,6,-2.0869274139404297,12.596427917480469,14.683355331420898
Photo,0,test,4,4,5,1,5,-3.822291135787964,10.397769927978516,14.220061302185059
Photo,0,test,5,5,3,1,3,-2.811135768890381,11.473297119140625,14.284433364868164
Photo,0,test,6,6,4,1,4,-1.158799171447754,12.402735710144043,13.561534881591797
Photo,0,test,8,8,3,1,3,-2.7559196949005127,14.888057708740234,17.643978118896484
Photo,0,test,9,9,6,1,6,-2.4704232215881348,8.602031707763672,11.072454452514648
Photo,0,test,10,10,2,1,2,-3.390695095062256,25.616901397705078,29.007596969604492
Photo,0,test,11,11,5,1,5,-4.036252975463867,7.480442047119141,11.516695022583008
Photo,0,test,12,12,1,1,1,1.2582755088806152,14.116718292236328,12.858442306518555
Photo,0,test,13,13,1,1,1,1.0074286460876465,9.26192855834961,8.254499435424805
Photo,0,test,14,14,6,1,6,-2.3617215156555176,20.034465789794922,22.39618682861328
Photo,0,test,17,17,5,1,5,-3.4988815784454346,6.845062732696533,10.343944549560547
Photo,0,test,18,18,6,1,6,-2.7839784622192383,16.72122573852539,19.505203247070312
Photo,0,test,19,19,5,1,5,-3.06437349319458,17.20583152770996,20.270204544067383
Photo,0,test,20,20,4,1,4,-1.4420292377471924,15.801594734191895,17.243623733520508
Photo,0,test,21,21,1,1,1,0.575007438659668,10.696752548217773,10.121745109558105
Photo,0,test,22,22,5,1,5,-3.206080436706543,15.763555526733398,18.969635009765625
Photo,0,test,23,23,6,1,6,-1.5229475498199463,22.861642837524414,24.38459014892578
Photo,0,test,25,25,6,1,6,-2.3064427375793457,8.275485038757324,10.581928253173828
Photo,0,test,26,26,6,1,6,-1.6477570533752441,11.550214767456055,13.19797134399414
Photo,0,test,27,27,4,1,6,-1.1245944499969482,-14.527244567871094,-13.402649879455566
Photo,0,test,28,28,4,1,4,-1.3307561874389648,4.324578762054443,5.655334949493408
Photo,0,test,31,31,1,1,1,0.9634895324707031,12.98147964477539,12.017990112304688
Photo,0,test,32,32,1,1,1,1.2841715812683105,10.785310745239258,9.501138687133789
Photo,0,test,33,33,6,1,6,-1.8860194683074951,19.675060272216797,21.561079025268555
Photo,0,test,34,34,7,1,7,-1.0305180549621582,1.3042030334472656,2.334721088409424
Photo,0,test,35,35,0,1,0,-3.5190913677215576,11.668458938598633,15.18755054473877
Photo,0,test,36,36,4,1,4,-1.2896790504455566,4.836979866027832,6.126658916473389
Photo,0,test,37,37,1,1,1,1.2764229774475098,12.05080795288086,10.774385452270508
Photo,0,test,38,38,2,1,2,-3.4549508094787598,18.986366271972656,22.441316604614258
Photo,0,test,39,39,4,1,4,-1.232950210571289,14.792732238769531,16.02568244934082
Photo,0,test,40,40,4,1,4,-1.3075213432312012,8.994418144226074,10.301939010620117
Photo,0,test,41,41,7,1,7,-0.5834393501281738,1.4750685691833496,2.0585079193115234
Photo,0,test,42,42,6,1,6,-1.688199520111084,16.921173095703125,18.609373092651367
Photo,0,test,43,43,1,1,1,1.0142059326171875,12.432182312011719,11.417976379394531
Photo,0,test,44,44,0,1,0,-2.5858652591705322,11.665042877197266,14.250907897949219
Photo,0,test,45,45,1,1,1,0.8120388984680176,5.546085357666016,4.734046459197998
Photo,0,test,46,46,1,1,1,1.1910114288330078,11.029516220092773,9.838504791259766
Photo,0,test,48,48,4,1,4,-1.2740325927734375,8.080028533935547,9.354061126708984
Photo,0,test,49,49,3,1,3,-2.7537906169891357,14.163869857788086,16.917659759521484
Photo,0,test,51,51,4,1,4,-1.2563419342041016,15.528057098388672,16.784399032592773
Photo,0,test,52,52,1,1,1,0.9761466979980469,9.804464340209961,8.828317642211914
Photo,0,test,53,53,1,1,1,0.5735087394714355,12.92487907409668,12.351369857788086
Photo,0,test,54,54,5,1,5,-3.224504232406616,13.059599876403809,16.284103393554688
Photo,0,test,55,55,1,1,1,1.6603775024414062,12.082426071166992,10.422048568725586
Photo,0,test,56,56,1,1,1,1.244795799255371,12.38810920715332,11.14331340789795
Photo,0,test,57,57,2,1,2,-4.091489791870117,26.971416473388672,31.06290626525879
Photo,0,test,58,58,1,1,5,0.8028073310852051,-14.267995834350586,-15.070802688598633
Photo,0,test,59,59,5,1,5,-3.949524164199829,5.137842178344727,9.087366104125977
Photo,0,test,60,60,6,1,6,-2.212756633758545,4.08337926864624,6.296135902404785
Photo,0,test,61,61,6,1,6,-1.5560286045074463,13.183661460876465,14.739689826965332
Photo,0,test,62,62,3,1,3,-2.7752513885498047,14.969379425048828,17.744630813598633
Photo,0,test,63,63,1,1,6,1.1404972076416016,-22.6060791015625,-23.7465763092041
Photo,0,test,65,65,1,1,1,1.5386238098144531,9.436344146728516,7.8977203369140625
Photo,0,test,66,66,1,1,1,0.5218071937561035,11.248661041259766,10.72685432434082
Photo,0,test,67,67,1,1,1,0.772284984588623,10.650651931762695,9.878366470336914
Photo,0,test,68,68,0,1,0,-2.664557695388794,7.386699676513672,10.051257133483887
Photo,0,test,69,69,6,1,6,-1.624880075454712,18.13086700439453,19.755746841430664
Photo,0,test,70,70,1,1,1,1.1612458229064941,8.1483154296875,6.987069606781006
Photo,0,test,71,71,3,1,3,-2.844766139984131,14.233874320983887,17.07863998413086
Photo,0,test,73,73,4,1,4,-1.2564959526062012,12.868765830993652,14.125261306762695
Photo,0,test,74,74,6,1,6,-2.466574192047119,4.354322910308838,6.820897102355957
Photo,0,test,75,75,4,1,4,-1.1192574501037598,9.40433406829834,10.523591995239258
Photo,0,test,76,76,7,1,6,-1.005995750427246,-14.727994918823242,-13.721999168395996
Photo,0,test,77,77,6,1,6,-1.4901015758514404,15.466644287109375,16.956745147705078
Photo,0,test,79,79,6,1,6,-2.724943161010742,13.966911315917969,16.69185447692871
Photo,0,test,80,80,2,1,5,-4.4808149337768555,-3.8934483528137207,0.5873665809631348
Photo,0,test,81,81,1,1,1,1.008749008178711,12.848424911499023,11.839675903320312
Photo,0,test,82,82,0,1,0,-2.681405782699585,8.196020126342773,10.877426147460938
